88	192
89	36
90	120
91	44
93	32
94	108
95	626
96	61
97	62
98	303
99	155
100	33



vehicle	10
1	43
2	396
3	81
4	50
5	795
6	110
7	161
8	119
9	114
10	71
11	230
13	44
14	864
15	274
16	186
17	45
19	182
20	69
21	266
22	114
23	224
24	47
25	38
26	63
27	684
29	258
30	206
32	55
33	684
34	80
35	54
36	558
37	61
39	500
40	147
41	114
42	936
43	63
44	218
45	885
46	80
48	41
49	93
50	71
51	137
52	369
53	119
54	56
55	59
56	65
57	106
58	28
60	42
62	301
63	777
64	196
65	382
66	68
67	154
68	55
69	396
70	34
71	177
72	755
74	50
75	218
76	196
77	35
78	116
79	126
80	34
81	121
82	332
83	500
84	106
85	129
86	121
87	124
88	191
89	36
90	119
91	43
93	31
94	108
95	622
96	60
97	62
98	301
99	154
100	32



vehicle	11
1	42
2	393
3	80
4	49
5	788
6	109
7	160
8	118
10	70
11	228
13	43
14	857
15	272
16	185
17	44
19	180
20	68
21	264
22	113
23	222
24	47
25	37
26	62
27	678
29	256
30	205
32	55
33	678
34	79
35	53
36	553
37	61
39	496
40	146
41	113
42	927
43	62
44	216
45	877
46	79
48	40
49	92
50	70
51	136
52	365
53	118
54	56
55	59
56	64
57	105
58	28
60	42
62	299
63	770
64	194
65	379
66	67
67	152
68	54
69	393
70	33
71	176
72	748
74	49
75	216
76	194
77	34
78	115
79	125
80	33
81	120
82	329
83	496
84	105
85	128
86	120
87	123
88	189
89	36
90	118
91	43
93	31
94	107
95	617
96	60
97	62
98	299
99	152
100	32



vehicle	12
1	42
2	392
3	80
4	49
5	787
6	109
7	159
8	118
10	70
11	228
13	43
14	856
15	271
16	184
17	44
19	180
20	68
21	263
22	113
23	222
24	47
25	37
26	62
27	677
29	256
30	204
32	55
33	677
34	79
35	53
36	552
37	61
39	495
40	145
41	113
42	926
43	62
44	216
46	79
48	40
49	92
50	70
51	136
52	365
53	118
54	56
55	59
56	64
57	105
58	28
60	42
62	298
63	769
64	194
65	378
66	67
67	152
68	54
69	392
70	33
71	175
72	747
74	49
75	216
76	194
77	34
78	115
79	125
80	33
81	120
82	329
83	495
84	105
85	128
86	120
87	122
88	189
89	35
90	118
91	43
93	31
94	107
95	616
96	60
97	61
98	298
99	152
100	32



vehicle	13
1	42
2	391
3	80
4	49
5	786
6	108
7	159
8	117
10	70
11	227
13	43
14	854
15	271
16	184
17	44
19	179
20	68
21	263
22	113
23	221
24	47
25	37
26	62
27	676
29	255
30	204
32	55
33	676
34	79
35	53
37	60
39	494
40	145
41	113
42	925
43	62
44	215
46	79
48	40
49	92
50	70
51	136
52	364
53	117
54	55
55	59
56	64
57	104
58	27
60	42
62	298
63	768
64	194
65	377
66	67
67	152
68	54
69	391
70	33
71	175
72	746
74	49
75	215
76	194
77	34
78	115
79	125
80	33
81	120
82	328
83	494
84	104
85	127
86	120
87	122
88	189
89	35
90	117
91	43
93	31
94	106
95	615
96	60
97	61
98	298
99	152
100	32



vehicle	14
1	42
2	390
3	80
4	49
5	783
6	108
7	158
8	117
10	70
11	227
13	43
14	851
15	270
16	183
17	44
19	179
20	68
22	112
23	220
24	46
25	37
26	62
27	673
29	254
30	203
32	55
33	673
34	78
35	53
37	60
39	493
40	145
41	112
42	921
43	62
44	214
46	78
48	40
49	91
50	70
51	135
52	363
53	117
54	55
55	58
56	64
57	104
58	27
60	42
62	297
63	765
64	193
65	376
66	67
67	151
68	54
69	390
70	33
71	174
72	743
74	49
75	214
76	193
77	34
78	115
79	124
80	33
81	119
82	327
83	493
84	104
85	127
86	119
87	122
88	188
89	35
90	117
91	43
93	31
94	106
95	612
96	59
97	61
98	297
99	151
100	32



vehicle	15
1	42
2	388
3	79
4	49
5	778
6	107
7	158
8	116
10	70
11	225
13	43
14	846
15	269
17	44
19	178
20	67
22	112
23	219
24	46
25	37
26	62
27	669
29	253
30	202
32	54
33	669
34	78
35	53
37	60
39	490
40	144
41	112
42	916
43	62
44	213
46	78
48	40
49	91
50	70
51	135
52	361
53	116
54	55
55	58
56	64
57	103
58	27
60	41
62	295
63	761
64	192
65	374
66	66
67	150
68	53
69	388
70	33
71	173
72	739
74	49
75	213
76	192
77	34
78	114
79	124
80	33
81	119
82	325
83	490
84	103
85	126
86	119
87	121
88	187
89	35
90	116
91	42
93	31
94	105
95	609
96	59
97	61
98	295
99	150
100	32



vehicle	16
1	40
2	375
3	77
4	47
5	753
6	104
7	153
8	113
10	67
11	218
13	41
14	819
15	260
17	43
19	172
20	65
22	108
23	212
24	45
25	36
26	60
27	648
29	245
30	196
32	52
33	648
34	75
35	51
37	58
39	474
40	139
41	108
42	887
43	60
44	206
46	75
48	39
49	88
50	67
51	130
52	349
53	113
54	53
55	56
56	61
57	100
58	26
60	40
62	285
63	737
64	186
65	362
66	64
67	146
68	52
69	375
70	32
71	168
72	716
74	47
75	206
76	186
77	33
78	110
79	120
80	32
81	115
82	315
83	474
84	100
85	122
86	115
87	117
88	181
89	34
90	113
91	41
94	102
95	590
96	57
97	59
98	285
99	146
100	31



vehicle	17
1	40
2	374
3	76
4	47
5	751
6	104
7	152
8	112
10	67
11	218
13	41
14	817
15	259
17	42
19	172
20	65
22	108
23	212
24	45
25	35
26	60
27	646
29	244
30	195
32	52
33	646
34	75
35	51
37	58
39	473
40	139
41	108
42	885
43	60
44	206
46	75
48	38
49	88
50	67
51	130
52	348
53	112
54	53
55	56
56	61
57	100
58	26
60	40
62	285
63	735
64	185
65	361
66	64
67	145
68	52
70	32
71	167
72	714
74	47
75	206
76	185
77	33
78	110
79	119
80	32
81	115
82	314
83	473
84	100
85	122
86	115
87	117
88	180
89	34
90	112
91	41
94	102
95	588
96	57
97	59
98	285
99	145
100	31



vehicle	18
1	40
2	374
3	76
4	47
6	104
7	152
8	112
10	67
11	217
13	41
14	816
15	259
17	42
19	171
20	65
22	108
23	211
24	45
25	35
26	59
27	645
29	244
30	195
32	52
33	645
34	75
35	51
37	58
39	472
40	139
41	108
42	883
43	59
44	206
46	75
48	38
49	88
50	67
51	130
52	348
53	112
54	53
55	56
56	61
57	100
58	26
60	40
62	284
63	734
64	185
65	361
66	64
67	145
68	52
70	32
71	167
72	713
74	47
75	206
76	185
77	33
78	110
79	119
80	32
81	114
82	314
83	472
84	100
85	122
86	114
87	117
88	180
89	34
90	112
91	41
94	102
95	587
96	57
97	59
98	284
99	145
100	31



vehicle	19
1	40
2	372
3	76
4	47
6	103
7	151
8	112
10	67
11	216
13	41
14	813
15	258
17	42
19	171
20	65
22	107
23	210
24	44
25	35
26	59
27	643
30	194
32	52
33	643
34	75
35	51
37	57
39	470
40	138
41	107
42	880
43	59
44	205
46	75
48	38
49	87
50	67
51	129
52	347
53	112
54	53
55	56
56	61
57	99
58	26
60	40
62	283
63	731
64	184
65	359
66	64
67	144
68	51
70	32
71	167
72	710
74	47
75	205
76	184
77	33
78	109
79	119
80	32
81	114
82	312
83	470
84	99
85	121
86	114
87	116
88	179
89	34
90	112
91	41
94	101
95	585
96	57
97	58
98	283
99	144
100	31



vehicle	20
1	40
2	372
3	76
4	47
6	103
7	151
8	111
10	67
11	216
13	41
14	811
15	257
17	42
19	170
20	65
22	107
23	210
24	44
25	35
26	59
27	642
30	194
32	52
34	75
35	51
37	57
39	470
40	138
41	107
42	878
43	59
44	204
46	75
48	38
49	87
50	67
51	129
52	346
53	111
54	53
55	56
56	61
57	99
58	26
60	40
62	283
63	730
64	184
65	359
66	64
67	144
68	51
70	31
71	166
72	709
74	47
75	204
76	184
77	33
78	109
79	119
80	31
81	114
82	312
83	470
84	99
85	121
86	114
87	116
88	179
89	34
90	111
91	41
94	101
95	584
96	57
97	58
98	283
99	144
100	30



vehicle	21
1	40
2	371
3	76
4	47
6	103
7	151
8	111
10	67
11	216
13	41
14	810
15	257
17	42
19	170
20	65
22	107
23	210
24	44
25	35
26	59
27	640
30	193
32	52
34	75
35	50
37	57
40	138
41	107
42	876
43	59
44	204
46	75
48	38
49	87
50	67
51	129
52	345
53	111
54	53
55	56
56	61
57	99
58	26
60	40
62	282
63	728
64	183
65	358
66	64
67	144
68	51
70	31
71	166
72	707
74	47
75	204
76	183
77	32
78	109
79	118
80	31
81	114
82	311
83	469
84	99
85	121
86	114
87	116
88	179
89	34
90	111
91	40
94	101
95	583
96	56
97	58
98	282
99	144
100	30



vehicle	22
1	40
2	369
3	75
4	46
6	102
7	150
8	111
10	66
13	41
14	806
15	256
17	42
19	169
20	64
22	106
23	209
24	44
25	35
26	59
27	637
30	192
32	52
34	74
35	50
37	57
40	137
41	106
42	872
43	59
44	203
46	74
48	38
49	87
50	66
51	128
52	344
53	111
54	52
55	55
56	60
57	98
58	26
60	39
62	281
63	725
64	183
65	356
66	63
67	143
68	51
70	31
71	165
72	704
74	46
75	203
76	183
77	32
78	109
79	118
80	31
81	113
82	310
83	466
84	98
85	120
86	113
87	115
88	178
89	33
90	111
91	40
94	100
95	580
96	56
97	58
98	281
99	143
100	30



vehicle	23
1	39
2	363
3	74
4	46
6	101
7	148
8	109
10	65
13	40
14	793
15	251
17	41
19	166
20	63
22	105
23	205
24	43
25	34
26	58
27	627
30	189
32	51
34	73
35	49
37	56
40	135
41	105
42	858
43	58
44	200
46	73
48	37
49	85
50	65
51	126
52	338
53	109
54	51
55	54
57	97
58	25
60	39
62	276
63	713
64	180
65	350
66	62
67	141
68	50
70	31
71	162
72	692
74	46
75	200
76	180
77	32
78	107
79	116
80	31
81	111
82	305
83	459
84	97
85	118
86	111
87	113
88	175
89	33
90	109
91	40
94	99
95	571
96	55
97	57
98	276
99	141
100	30



vehicle	24
1	39
2	361
3	74
4	45
6	100
7	147
8	108
10	65
13	40
14	788
15	250
17	41
19	165
20	63
22	104
23	204
24	43
25	34
26	57
27	623
30	188
32	50
34	72
35	49
37	56
40	134
41	104
42	853
43	57
44	198
46	72
48	37
49	85
50	65
51	125
52	336
53	108
54	51
55	54
57	96
58	25
60	38
62	274
63	708
64	179
65	348
66	62
67	140
68	50
70	31
72	688
74	45
75	198
76	179
77	32
78	106
79	115
80	31
81	110
82	303
83	456
84	96
85	118
86	110
87	113
88	174
89	33
90	108
91	39
94	98
95	567
96	55
97	57
98	274
99	140
100	30



vehicle	25
1	39
2	359
3	73
4	45
6	100
7	146
8	108
10	64
13	40
14	784
15	249
17	41
19	165
20	62
22	103
24	43
25	34
26	57
27	620
30	187
32	50
34	72
35	49
37	55
40	133
41	103
42	849
43	57
44	197
46	72
48	37
49	84
50	64
51	125
52	334
53	108
54	51
55	54
57	96
58	25
60	38
62	273
63	705
64	178
65	346
66	62
67	139
68	50
70	30
72	685
74	45
75	197
76	178
77	31
78	106
79	115
80	30
81	110
82	301
83	454
84	96
85	117
86	110
87	112
88	173
89	32
90	108
91	39
94	98
95	564
96	55
97	56
98	273
99	139
100	29



vehicle	26
1	38
2	356
3	73
4	45
6	99
7	145
8	107
10	64
13	39
14	777
15	246
17	40
19	163
20	62
22	103
24	42
25	34
26	57
27	614
30	185
32	50
34	71
35	48
37	55
40	132
41	103
42	841
43	57
44	196
46	71
48	37
49	83
50	64
51	123
52	331
54	50
55	53
57	95
58	25
60	38
62	271
63	698
64	176
65	343
66	61
67	138
68	49
70	30
72	678
74	45
75	196
76	176
77	31
78	105
79	113
80	30
81	109
82	299
83	450
84	95
85	116
86	109
87	111
88	172
89	32
90	107
91	39
94	97
95	559
96	54
97	56
98	271
99	138
100	29



vehicle	27
1	37
2	345
3	70
4	43
6	95
7	140
8	103
10	62
13	38
14	752
15	239
17	39
19	158
20	60
22	99
24	41
25	33
26	55
27	595
30	180
32	48
34	69
35	47
37	53
40	128
41	99
42	814
43	55
44	189
46	69
48	35
49	81
50	62
51	120
52	321
54	49
55	52
57	92
58	24
60	37
62	262
63	676
64	170
65	332
66	59
67	134
68	47
70	29
72	657
74	43
75	189
76	170
78	101
79	110
80	29
81	105
82	289
83	435
84	92
85	112
86	105
87	108
88	166
89	31
90	103
91	38
94	94
95	541
96	52
97	54
98	262
99	134
100	28



vehicle	28
1	37
2	344
3	70
4	43
6	95
7	140
8	103
10	62
13	38
14	750
15	238
17	39
19	158
20	60
22	99
24	41
25	33
26	55
27	594
30	179
32	48
34	69
35	47
37	53
40	127
41	99
42	812
43	55
44	189
46	69
48	35
49	81
50	62
51	119
52	320
54	49
55	52
57	92
58	24
60	37
62	261
63	675
64	170
65	332
66	59
67	133
68	47
70	29
72	655
74	43
75	189
76	170
78	101
79	110
80	29
81	105
82	288
84	92
85	112
86	105
87	107
88	166
89	31
90	103
91	37
94	93
95	540
96	52
97	54
98	261
99	133
100	28



vehicle	29
1	37
2	341
3	70
4	43
6	95
8	102
10	61
13	38
14	745
15	236
17	39
19	156
20	59
22	98
24	41
25	32
26	54
27	589
30	178
32	48
34	69
35	46
37	53
40	127
41	98
42	807
43	54
44	188
46	69
48	35
49	80
50	61
51	118
52	318
54	48
55	51
57	91
58	24
60	36
62	260
63	670
64	169
65	329
66	58
67	132
68	47
70	29
72	651
74	43
75	188
76	169
78	100
79	109
80	29
81	104
82	286
84	91
85	111
86	104
87	107
88	165
89	31
90	102
91	37
94	93
95	536
96	52
97	53
98	260
99	132
100	28



vehicle	30
1	37
2	341
3	70
4	43
6	94
8	102
10	61
13	38
14	744
15	236
17	39
19	156
20	59
22	98
24	41
25	32
26	54
27	588
30	178
32	48
34	68
35	46
37	53
40	126
41	98
42	805
43	54
44	187
46	68
48	35
49	80
50	61
51	118
52	317
54	48
55	51
57	91
58	24
60	36
62	259
64	169
65	329
66	58
67	132
68	47
70	29
72	650
74	43
75	187
76	169
78	100
79	109
80	29
81	104
82	286
84	91
85	111
86	104
87	106
88	164
89	31
90	102
91	37
94	93
95	535
96	52
97	53
98	259
99	132
100	28



vehicle	31
1	37
2	340
3	69
4	43
6	94
8	102
10	61
13	37
14	741
15	235
17	38
19	156
20	59
22	98
24	40
25	32
26	54
27	587
30	177
32	47
34	68
35	46
37	52
40	126
41	98
42	803
43	54
44	187
46	68
48	35
49	80
50	61
51	118
54	48
55	51
57	91
58	24
60	36
62	258
64	168
65	328
66	58
67	132
68	47
70	29
72	648
74	43
75	187
76	168
78	100
79	108
80	29
81	104
82	285
84	91
85	111
86	104
87	106
88	164
89	31
90	102
91	37
94	92
95	534
96	52
97	53
98	258
99	132
100	28



vehicle	32
1	37
2	339
3	69
4	43
6	94
8	102
10	61
13	37
14	741
15	235
17	38
19	156
20	59
22	98
24	40
25	32
26	54
27	586
30	177
32	47
34	68
35	46
37	52
40	126
41	98
43	54
44	187
46	68
48	35
49	80
50	61
51	118
54	48
55	51
57	90
58	24
60	36
62	258
64	168
65	327
66	58
67	132
68	47
70	29
72	647
74	43
75	187
76	168
78	100
79	108
80	29
81	104
82	285
84	90
85	110
86	104
87	106
88	164
89	31
90	102
91	37
94	92
95	533
96	52
97	53
98	258
99	132
100	28



vehicle	33
1	36
2	338
3	69
4	42
6	93
8	101
10	61
13	37
14	737
15	234
17	38
19	155
20	59
22	97
24	40
25	32
26	54
27	583
30	176
32	47
34	68
35	46
37	52
40	125
41	97
43	54
46	68
48	35
49	79
50	61
51	117
54	48
55	51
57	90
58	24
60	36
62	257
64	167
65	326
66	58
67	131
68	46
70	29
72	643
74	42
75	186
76	167
78	99
79	108
80	29
81	103
82	283
84	90
85	110
86	103
87	105
88	163
89	30
90	101
91	37
94	92
95	530
96	51
97	53
98	257
99	131
100	28



vehicle	34
1	36
2	336
3	69
4	42
6	93
8	101
10	60
13	37
14	734
15	233
17	38
19	154
20	58
22	97
24	40
25	32
26	53
27	581
30	175
32	47
34	68
35	46
37	52
40	125
41	97
43	53
46	68
48	35
49	79
50	60
51	117
54	48
55	50
57	90
58	24
60	36
62	256
64	166
65	324
66	58
67	130
68	46
70	28
72	641
74	42
75	185
76	166
78	99
79	107
80	28
81	103
84	90
85	109
86	103
87	105
88	162
89	30
90	101
91	37
94	91
95	528
96	51
97	53
98	256
99	130
100	28



vehicle	35
1	36
2	336
3	69
4	42
6	93
8	101
10	60
13	37
14	733
15	232
17	38
19	154
20	58
22	97
24	40
25	32
26	53
27	580
30	175
32	47
34	67
35	46
37	52
40	124
41	97
43	53
46	67
48	34
49	79
50	60
51	116
54	48
55	50
57	89
58	24
60	36
62	255
64	166
65	324
66	57
67	130
68	46
70	28
72	640
74	42
75	185
76	166
78	99
79	107
80	28
81	103
84	89
85	109
86	103
87	105
88	162
89	30
90	101
91	37
94	91
96	51
97	53
98	255
99	130
100	27



vehicle	36
1	36
2	335
3	68
4	42
6	93
8	100
10	60
13	37
14	730
15	232
17	38
19	153
20	58
22	96
24	40
25	32
26	53
27	578
30	174
32	47
34	67
35	45
37	52
40	124
41	96
43	53
46	67
48	34
49	78
50	60
51	116
54	47
55	50
57	89
58	23
60	36
62	254
64	165
66	57
67	130
68	46
70	28
72	638
74	42
75	184
76	165
78	98
79	107
80	28
81	102
84	89
85	109
86	102
87	104
88	161
89	30
90	100
91	36
94	91
96	51
97	52
98	254
99	130
100	27



vehicle	37
1	36
2	334
3	68
4	42
6	93
8	100
10	60
13	37
14	729
15	231
17	38
19	153
20	58
22	96
24	40
25	32
26	53
27	577
30	174
32	47
34	67
35	45
37	52
40	124
41	96
43	53
46	67
48	34
49	78
50	60
51	116
54	47
55	50
57	89
58	23
60	36
62	254
64	165
66	57
67	130
68	46
70	28
74	42
75	184
76	165
78	98
79	106
80	28
81	102
84	89
85	109
86	102
87	104
88	161
89	30
90	100
91	36
94	91
96	51
97	52
98	254
99	130
100	27



vehicle	38
1	36
2	333
3	68
4	42
6	92
8	100
10	60
13	37
14	726
15	230
17	38
19	153
20	58
22	96
24	40
25	31
26	53
27	575
30	173
32	46
34	67
35	45
37	51
40	123
41	96
43	53
46	67
48	34
49	78
50	60
51	115
54	47
55	50
57	89
58	23
60	35
62	253
64	165
66	57
67	129
68	46
70	28
74	42
75	183
76	165
78	98
79	106
80	28
81	102
84	89
85	108
86	102
87	104
88	160
89	30
90	100
91	36
94	90
96	51
97	52
99	129
100	27



vehicle	39
1	36
2	332
3	68
4	42
6	92
8	100
10	60
13	37
15	230
17	38
19	152
20	58
22	96
24	40
25	31
26	53
27	574
30	173
32	46
34	67
35	45
37	51
40	123
41	96
43	53
46	67
48	34
49	78
50	60
51	115
54	47
55	50
57	89
58	23
60	35
62	253
64	164
66	57
67	129
68	46
70	28
74	42
75	183
76	164
78	98
79	106
80	28
81	102
84	89
85	108
86	102
87	104
88	160
89	30
90	100
91	36
94	90
96	51
97	52
99	129
100	27



vehicle	40
1	35
2	323
3	66
4	40
6	89
8	97
10	58
13	36
15	224
17	37
19	148
20	56
22	93
24	38
25	31
26	51
27	558
30	168
32	45
34	65
35	44
37	50
40	120
41	93
43	51
46	65
48	33
49	76
50	58
51	112
54	46
55	48
57	86
58	23
62	246
64	160
66	55
67	125
68	44
70	27
74	40
75	178
76	160
78	95
79	103
80	27
81	99
84	86
85	105
86	99
87	101
88	156
89	29
90	97
91	35
94	88
96	49
97	51
99	125
100	26



vehicle	41
1	35
2	323
3	66
4	40
6	89
8	97
10	58
13	36
15	223
17	36
19	148
20	56
22	93
24	38
25	30
26	51
30	168
32	45
34	65
35	44
37	50
40	120
41	93
43	51
46	65
48	33
49	76
50	58
51	112
54	46
55	48
57	86
58	23
62	245
64	159
66	55
67	125
68	44
70	27
74	40
75	177
76	159
78	95
79	103
80	27
81	99
84	86
85	105
86	99
87	101
88	155
89	29
90	97
91	35
94	88
96	49
97	50
99	125
100	26



vehicle	42
1	34
2	316
3	64
4	40
6	87
8	95
10	57
13	35
15	219
17	36
19	145
20	55
22	91
24	38
25	30
26	50
30	165
32	44
34	63
35	43
37	49
40	117
41	91
43	50
46	63
48	32
49	74
50	57
51	110
54	45
55	47
57	84
58	22
62	240
64	156
66	54
67	123
68	43
70	27
74	40
75	174
76	156
78	93
79	101
80	27
81	97
84	84
85	103
86	97
87	99
88	152
